invoice_and_item_number,date,store_number,store_name,address,city,county,zip_code,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,month_name,quarter,day_of_week,margin_per_bottle,margin_pct,price_per_liter
INV-041516805,2026-04-01,8339,Casey'S General Store #2212 / Cedar Rapids,131 Main St,Mason City,Cerro Gordo,52307,1041200,Mixto Tequila,955,Southern Glazer'S Wine And Spirits Of Iowa,67061,Absolut Vodka,24,375,35.18,52.77,4,211.08,1.5,0.4,2026,4,Apr,2,Wednesday,17.59,33.33,140.72
INV-073414545,2026-03-13,9922,Wilkie Liquors,2785 Elm Rd,Coralville,Johnson,52698,1033100,Single Malt Scotch,480,Sazerac Company Inc,82223,Patron Silver,6,1000,73.17,109.75,8,878.0,8.0,2.11,2026,3,Mar,1,Friday,36.58,33.33,109.75
INV-049251912,2026-03-11,3418,Sam'S Club 8162 / Cedar Rapids,8202 Park Blvd,Sioux City,Woodbury,51476,1062300,Whiskey Liqueur,542,Beam Suntory,21330,Crown Royal Canadian Whisky,12,1750,57.96,86.94,6,521.64,10.5,2.77,2026,3,Mar,1,Wednesday,28.98,33.33,49.68
INV-032048771,2026-03-19,1700,Benz Distributing,5727 Oak Ave,Cedar Falls,Black Hawk,52453,1071000,Imported Cordials & Liqueurs,449,Heaven Hill Brands,80806,Smirnoff Vodka,12,1750,91.31,136.97,11,1506.67,19.25,5.09,2026,3,Mar,1,Thursday,45.66,33.34,78.27
INV-083014006,2026-03-22,1687,Benz Distributing,8612 Main St,Dewitt,Clinton,52358,1051100,Spiced Rum,104,Southern Glazer'S Wine And Spirits Of Iowa,43386,Hennessy Cognac,12,375,106.1,159.15,9,1432.35,3.38,0.89,2026,3,Mar,1,Sunday,53.05,33.33,423.77
INV-083611807,2026-04-30,7471,Wall To Wall Wine And Spirits / West Des Moines,8670 Park Blvd,Ames,Story,50898,1051200,Rum,690,Southern Glazer'S Wine And Spirits Of Iowa,56023,Malibu Coconut Rum,6,1750,41.42,62.13,6,372.78,10.5,2.77,2026,4,Apr,2,Thursday,20.71,33.33,35.5
INV-010080009,2026-04-06,9265,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,1866 Park Blvd,Mason City,Cerro Gordo,50592,1082200,American Schnapps,173,Southern Glazer'S Wine And Spirits Of Iowa,50180,Grey Goose Vodka,24,750,107.79,161.69,4,646.76,3.0,0.79,2026,4,Apr,2,Monday,53.9,33.34,215.59
INV-026250483,2026-01-31,4392,I-80 Liquor / Council Bluffs,3142 Main St,Council Bluffs,Pottawattamie,50275,1032100,Irish Whiskies,359,Pernod Ricard Usa,69323,Jim Beam Bourbon,6,750,5.39,8.08,5,40.4,3.75,0.99,2026,1,Jan,1,Saturday,2.69,33.29,10.77
INV-050773548,2026-01-16,8020,Sam'S Club 6344 / Windsor Heights,9761 Park Blvd,Sioux City,Woodbury,52602,1082200,American Schnapps,729,Sazerac Company Inc,87769,Evan Williams Bourbon,12,1000,48.67,73.0,4,292.0,4.0,1.06,2026,1,Jan,1,Friday,24.33,33.33,73.0
INV-082345677,2026-01-06,2605,Casey'S General Store #2212 / Cedar Rapids,7025 Elm Rd,Des Moines,Polk,52806,1033100,Single Malt Scotch,602,Heaven Hill Brands,13581,Smirnoff Vodka,12,375,85.12,127.68,7,893.76,2.62,0.69,2026,1,Jan,1,Tuesday,42.56,33.33,341.13
INV-094731492,2026-02-18,2540,Another Round / Dewitt,7549 Park Blvd,Ankeny,Polk,51382,1031200,Canadian Whiskies,347,Brown Forman,89116,Absolut Vodka,6,375,32.09,48.14,12,577.68,4.5,1.19,2026,2,Feb,1,Wednesday,16.05,33.34,128.37
INV-027231429,2026-03-02,1462,Hy-Vee #3 Food & Drugstore / Davenport,8395 Park Blvd,Sioux City,Woodbury,50284,1031200,Canadian Whiskies,614,Pernod Ricard Usa,33754,Grey Goose Vodka,24,750,51.34,77.01,1,77.01,0.75,0.2,2026,3,Mar,1,Monday,25.67,33.33,102.68
INV-075914192,2026-03-01,3849,Sam'S Club 6344 / Windsor Heights,7501 Elm Rd,Mason City,Cerro Gordo,50667,1071000,Imported Cordials & Liqueurs,140,Pernod Ricard Usa,48048,Fireball Cinnamon Whiskey,24,1000,17.21,25.82,9,232.38,9.0,2.38,2026,3,Mar,1,Sunday,8.61,33.35,25.82
INV-061983019,2026-03-18,3893,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,6272 Main St,Iowa City,Johnson,51239,1011400,American Flavored Vodka,287,Hy-Vee Inc,39284,Black Velvet,12,750,60.15,90.22,1,90.22,0.75,0.2,2026,3,Mar,1,Wednesday,30.07,33.33,120.29
INV-091229370,2026-02-13,1387,Casey'S General Store #2212 / Cedar Rapids,7277 Park Blvd,Dewitt,Clinton,51502,1075300,Brandy,913,Southern Glazer'S Wine And Spirits Of Iowa,66357,Grey Goose Vodka,6,375,22.66,33.99,3,101.97,1.12,0.3,2026,2,Feb,1,Friday,11.33,33.33,91.04
INV-084797064,2026-01-03,7918,Sam'S Club 8162 / Cedar Rapids,1196 Main St,Cedar Falls,Black Hawk,50358,1041100,Gin,369,Pernod Ricard Usa,97123,Jim Beam Bourbon,12,1750,7.41,11.12,7,77.84,12.25,3.24,2026,1,Jan,1,Saturday,3.71,33.36,6.35
INV-035070625,2026-02-15,4219,Maverik #5266 / Des Moines,7408 Elm Rd,Iowa City,Johnson,52283,1033100,Single Malt Scotch,369,Southern Glazer'S Wine And Spirits Of Iowa,72636,Jose Cuervo Especial Gold,6,375,22.37,33.55,10,335.5,3.75,0.99,2026,2,Feb,1,Sunday,11.18,33.32,89.47
INV-027879790,2026-01-09,7401,Sam'S Club 6472 / Council Bluffs,283 Elm Rd,Dubuque,Dubuque,50246,1051100,Spiced Rum,622,Diageo Americas,11594,Maker'S Mark Bourbon,6,375,27.09,40.63,5,203.15,1.88,0.5,2026,1,Jan,1,Friday,13.54,33.33,108.06
INV-052886482,2026-01-15,4992,Marshall Beer Wine Spirits,7970 Oak Ave,Ames,Story,50773,1041100,Gin,779,E & J Gallo Winery,72227,Woodford Reserve,12,375,106.06,159.09,3,477.27,1.12,0.3,2026,1,Jan,1,Thursday,53.03,33.33,426.13
INV-029515608,2026-03-03,2114,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,7926 Main St,West Des Moines,Polk,52319,1033100,Single Malt Scotch,268,Hy-Vee Inc,42383,Hennessy Cognac,6,375,81.22,121.83,9,1096.47,3.38,0.89,2026,3,Mar,1,Tuesday,40.61,33.33,324.4
INV-053015114,2026-03-22,7465,Sam'S Club 8162 / Cedar Rapids,553 Oak Ave,Dewitt,Clinton,52752,1082200,American Schnapps,843,Southern Glazer'S Wine And Spirits Of Iowa,58979,Absolut Vodka,6,1750,91.15,136.73,1,136.73,1.75,0.46,2026,3,Mar,1,Sunday,45.58,33.34,78.13
INV-031110452,2026-02-20,4954,Wilkie Liquors,9913 Elm Rd,Dubuque,Dubuque,52037,1071000,Cocktails/Rtd,891,Hy-Vee Inc,19837,Johnnie Walker Black Label,24,1750,105.07,157.6,11,1733.6,19.25,5.09,2026,2,Feb,1,Friday,52.53,33.33,90.06
INV-062783449,2026-02-25,5601,Another Round / Dewitt,7710 Elm Rd,Iowa City,Johnson,51244,1011100,American Vodkas,956,Pernod Ricard Usa,80161,Black Velvet,24,750,8.15,12.23,5,61.15,3.75,0.99,2026,2,Feb,1,Wednesday,4.08,33.36,16.31
INV-089129551,2026-03-19,3248,Hy-Vee #3 Food & Drugstore / Davenport,7789 Elm Rd,Cedar Falls,Black Hawk,50373,1011400,American Flavored Vodka,808,Brown Forman,74182,Woodford Reserve,12,1750,91.74,137.61,12,1651.32,21.0,5.55,2026,3,Mar,1,Thursday,45.87,33.33,78.63
INV-052017078,2026-02-13,6311,Another Round / Dewitt,4022 Oak Ave,Waterloo,Black Hawk,51428,1051200,Rum,413,Luxco Inc,35145,Absolut Vodka,12,1000,72.75,109.12,4,436.48,4.0,1.06,2026,2,Feb,1,Friday,36.37,33.33,109.12
INV-028693532,2026-04-16,5833,Sam'S Club 6472 / Council Bluffs,3212 Elm Rd,Waterloo,Black Hawk,52919,1011400,American Flavored Vodka,655,Luxco Inc,82470,Absolut Vodka,24,1750,80.29,120.44,10,1204.4,17.5,4.62,2026,4,Apr,2,Thursday,40.15,33.34,68.82
INV-095710818,2026-02-11,5047,Kwik Spirits #1191 / Fort Dodge,3470 Elm Rd,Coralville,Johnson,50750,1012200,Tennessee Whiskies,763,E & J Gallo Winery,75136,Woodford Reserve,6,750,87.92,131.88,5,659.4,3.75,0.99,2026,2,Feb,1,Wednesday,43.96,33.33,175.84
INV-091333763,2026-02-17,2180,Casey'S General Store #2212 / Cedar Rapids,4237 Main St,Iowa City,Johnson,51543,1011200,Imported Vodkas,932,Luxco Inc,82179,Jameson Irish Whiskey,24,1750,43.27,64.91,5,324.55,8.75,2.31,2026,2,Feb,1,Tuesday,21.64,33.34,37.09
INV-078601151,2026-02-20,7889,I-80 Liquor / Council Bluffs,3363 Elm Rd,Cedar Rapids,Linn,50209,1011100,American Vodkas,537,Luxco Inc,92327,Johnnie Walker Black Label,24,1750,71.49,107.23,5,536.15,8.75,2.31,2026,2,Feb,1,Friday,35.74,33.33,61.27
INV-017315154,2026-03-04,1672,Sam'S Club 6472 / Council Bluffs,1251 Elm Rd,Ankeny,Polk,50441,1041100,100% Agave Tequila,661,Beam Suntory,80152,Malibu Coconut Rum,6,375,24.6,36.9,6,221.4,2.25,0.59,2026,3,Mar,1,Wednesday,12.3,33.33,98.4
INV-024956155,2026-02-04,6531,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,4641 Elm Rd,Coralville,Johnson,51761,1062300,Whiskey Liqueur,346,Beam Suntory,40210,Captain Morgan Spiced Rum,24,375,69.51,104.27,1,104.27,0.38,0.1,2026,2,Feb,1,Wednesday,34.76,33.34,274.39
INV-052509142,2026-01-29,4602,Marshall Beer Wine Spirits,2915 Park Blvd,Coralville,Johnson,50833,1075300,Brandy,654,Pernod Ricard Usa,90779,Smirnoff Vodka,6,750,6.17,9.25,10,92.5,7.5,1.98,2026,1,Jan,1,Thursday,3.08,33.3,12.33
INV-042483979,2026-01-03,8528,Marshall Beer Wine Spirits,2813 Oak Ave,Cedar Rapids,Linn,50903,1051100,Spiced Rum,386,Brown Forman,24075,Jim Beam Bourbon,6,375,101.99,152.98,4,611.92,1.5,0.4,2026,1,Jan,1,Saturday,50.99,33.33,407.95
INV-021005469,2026-01-01,7693,Hy-Vee #3 Food & Drugstore / Davenport,7376 Park Blvd,Ames,Story,50616,1011200,Imported Vodkas,856,Beam Suntory,60393,Jameson Irish Whiskey,12,1750,28.36,42.54,2,85.08,3.5,0.92,2026,1,Jan,1,Thursday,14.18,33.33,24.31
INV-055941216,2026-04-19,6276,Hiway 20 Liquor And Tobacco / Webster City,439 Park Blvd,Des Moines,Polk,52079,1032100,Irish Whiskies,730,Luxco Inc,60842,Captain Morgan Spiced Rum,12,1750,95.49,143.23,9,1289.07,15.75,4.16,2026,4,Apr,2,Sunday,47.74,33.33,81.85
INV-060689240,2026-04-18,3758,I-80 Liquor / Council Bluffs,6719 Oak Ave,Dubuque,Dubuque,50893,1071000,Cocktails/Rtd,421,Heaven Hill Brands,56303,Jose Cuervo Especial Gold,24,375,101.0,151.5,11,1666.5,4.12,1.09,2026,4,Apr,2,Saturday,50.5,33.33,404.49
INV-042758909,2026-02-21,2059,Hy-Vee #3 Food & Drugstore / Davenport,7509 Main St,West Des Moines,Polk,51593,1071000,Imported Cordials & Liqueurs,685,Southern Glazer'S Wine And Spirits Of Iowa,55243,Hennessy Cognac,6,1750,83.48,125.22,10,1252.2,17.5,4.62,2026,2,Feb,1,Saturday,41.74,33.33,71.55
INV-040676379,2026-02-16,5409,Casey'S General Store #2212 / Cedar Rapids,6106 Elm Rd,Des Moines,Polk,51961,1032100,Irish Whiskies,261,Beam Suntory,32091,Grey Goose Vodka,6,1750,54.45,81.68,6,490.08,10.5,2.77,2026,2,Feb,1,Monday,27.23,33.34,46.67
INV-016439568,2026-01-29,4745,Maverik #5266 / Des Moines,1574 Oak Ave,Ames,Story,50379,1075300,Brandy,730,E & J Gallo Winery,82459,Woodford Reserve,6,750,117.57,176.35,6,1058.1,4.5,1.19,2026,1,Jan,1,Thursday,58.78,33.33,235.13
INV-047381443,2026-01-07,4047,Maverik #5266 / Des Moines,3853 Park Blvd,Cedar Rapids,Linn,51277,1071000,Imported Cordials & Liqueurs,270,Luxco Inc,78224,Grey Goose Vodka,12,750,20.0,30.0,7,210.0,5.25,1.39,2026,1,Jan,1,Wednesday,10.0,33.33,40.0
INV-032538675,2026-01-09,4870,Another Round / Dewitt,381 Oak Ave,Dewitt,Clinton,52469,1011200,Imported Vodkas,829,E & J Gallo Winery,20098,Fireball Cinnamon Whiskey,12,750,67.33,101.0,7,707.0,5.25,1.39,2026,1,Jan,1,Friday,33.67,33.34,134.67
INV-034014770,2026-01-09,3502,Wall To Wall Wine And Spirits / West Des Moines,8843 Oak Ave,Council Bluffs,Pottawattamie,51007,1041100,100% Agave Tequila,905,Pernod Ricard Usa,11146,Jim Beam Bourbon,24,1750,92.14,138.21,12,1658.52,21.0,5.55,2026,1,Jan,1,Friday,46.07,33.33,78.98
INV-072957092,2026-02-11,3554,Marshall Beer Wine Spirits,2267 Oak Ave,Coralville,Johnson,52495,1051100,Spiced Rum,954,Pernod Ricard Usa,58128,Tito'S Handmade Vodka,12,375,19.22,28.83,1,28.83,0.38,0.1,2026,2,Feb,1,Wednesday,9.61,33.33,75.87
INV-091337386,2026-03-15,1692,Wilkie Liquors,1198 Park Blvd,Ankeny,Polk,50557,1071000,Imported Cordials & Liqueurs,100,Brown Forman,47644,Crown Royal Canadian Whisky,24,375,32.42,48.63,11,534.93,4.12,1.09,2026,3,Mar,1,Sunday,16.21,33.33,129.84
INV-079747067,2026-02-28,6798,Casey'S General Store #2212 / Cedar Rapids,9561 Park Blvd,Coralville,Johnson,51030,1041100,Gin,636,Beam Suntory,63435,Maker'S Mark Bourbon,24,1750,57.86,86.79,11,954.69,19.25,5.09,2026,2,Feb,1,Saturday,28.93,33.33,49.59
INV-050056231,2026-01-22,2892,Casey'S General Store #2212 / Cedar Rapids,6856 Park Blvd,Dewitt,Clinton,51540,1041100,Gin,406,Hy-Vee Inc,58971,Fireball Cinnamon Whiskey,6,750,73.38,110.07,6,660.42,4.5,1.19,2026,1,Jan,1,Thursday,36.69,33.33,146.76
INV-089246161,2026-01-04,3291,I-80 Liquor / Council Bluffs,5047 Park Blvd,Ankeny,Polk,51002,1011400,American Flavored Vodka,245,Sazerac Company Inc,12146,Captain Morgan Spiced Rum,24,1750,90.92,136.38,8,1091.04,14.0,3.7,2026,1,Jan,1,Sunday,45.46,33.33,77.93
INV-037473351,2026-04-26,8590,Kwik Spirits #1191 / Fort Dodge,2236 Park Blvd,Cedar Falls,Black Hawk,50211,1011200,Imported Vodkas,351,Luxco Inc,29075,Johnnie Walker Black Label,12,1750,86.55,129.82,6,778.92,10.5,2.77,2026,4,Apr,2,Sunday,43.27,33.33,74.18
INV-020485555,2026-04-25,5816,Sam'S Club 8162 / Cedar Rapids,5912 Park Blvd,Council Bluffs,Pottawattamie,50166,1041100,100% Agave Tequila,989,Sazerac Company Inc,72843,Smirnoff Vodka,12,1750,106.84,160.26,7,1121.82,12.25,3.24,2026,4,Apr,2,Saturday,53.42,33.33,91.58
INV-085375348,2026-01-09,5417,I-80 Liquor / Council Bluffs,1081 Main St,Sioux City,Woodbury,52087,1031100,Blended Whiskies,323,Luxco Inc,92663,Woodford Reserve,6,750,119.08,178.62,3,535.86,2.25,0.59,2026,1,Jan,1,Friday,59.54,33.33,238.16
INV-059387766,2026-03-08,1834,Kwik Spirits #1191 / Fort Dodge,8570 Main St,Des Moines,Polk,51796,1031100,Blended Whiskies,876,Beam Suntory,73899,Malibu Coconut Rum,12,1750,75.94,113.91,5,569.55,8.75,2.31,2026,3,Mar,1,Sunday,37.97,33.33,65.09
INV-054312259,2026-02-25,8206,Hiway 20 Liquor And Tobacco / Webster City,4476 Oak Ave,Des Moines,Polk,50583,1041100,Gin,880,E & J Gallo Winery,35733,Woodford Reserve,6,375,112.19,168.28,7,1177.96,2.62,0.69,2026,2,Feb,1,Wednesday,56.09,33.33,449.6
INV-036104468,2026-01-12,7854,Sam'S Club 6344 / Windsor Heights,9427 Oak Ave,Council Bluffs,Pottawattamie,51711,1032100,Irish Whiskies,918,Southern Glazer'S Wine And Spirits Of Iowa,29876,Fireball Cinnamon Whiskey,12,375,4.91,7.37,3,22.11,1.12,0.3,2026,1,Jan,1,Monday,2.46,33.38,19.74
INV-074782142,2026-02-24,2082,Marshall Beer Wine Spirits,3689 Park Blvd,Dubuque,Dubuque,50679,1051200,Rum,788,Southern Glazer'S Wine And Spirits Of Iowa,74681,Tito'S Handmade Vodka,6,375,103.55,155.32,5,776.6,1.88,0.5,2026,2,Feb,1,Tuesday,51.77,33.33,413.09
INV-087449461,2026-01-15,9977,Kwik Spirits #1191 / Fort Dodge,5516 Elm Rd,Ames,Story,52158,1012100,Straight Bourbon Whiskies,259,Heaven Hill Brands,97523,Evan Williams Bourbon,12,1000,114.84,172.26,5,861.3,5.0,1.32,2026,1,Jan,1,Thursday,57.42,33.33,172.26
INV-054044033,2026-03-29,9336,Marshall Beer Wine Spirits,5024 Park Blvd,Waterloo,Black Hawk,52967,1075300,Brandy,514,E & J Gallo Winery,16722,Jack Daniels Tennessee Whiskey,6,750,54.05,81.07,5,405.35,3.75,0.99,2026,3,Mar,1,Sunday,27.02,33.33,108.09
INV-072323676,2026-03-17,3510,Marshall Beer Wine Spirits,1715 Elm Rd,Coralville,Johnson,51691,1041200,Mixto Tequila,860,Diageo Americas,62409,Jose Cuervo Especial Gold,6,750,106.11,159.16,4,636.64,3.0,0.79,2026,3,Mar,1,Tuesday,53.05,33.33,212.21
INV-018901399,2026-02-23,6143,Hy-Vee #3 Food & Drugstore / Davenport,1032 Park Blvd,Sioux City,Woodbury,51663,1075300,Brandy,934,Diageo Americas,66645,Jack Daniels Tennessee Whiskey,24,750,59.56,89.34,11,982.74,8.25,2.18,2026,2,Feb,1,Monday,29.78,33.33,119.12
INV-063196481,2026-01-20,4506,Hy-Vee #3 / Bdi / Des Moines,6740 Park Blvd,Ankeny,Polk,50964,1082200,American Schnapps,393,Heaven Hill Brands,41881,Smirnoff Vodka,12,375,30.96,46.44,8,371.52,3.0,0.79,2026,1,Jan,1,Tuesday,15.48,33.33,123.84
INV-011139490,2026-03-20,3458,Wall To Wall Wine And Spirits / West Des Moines,8953 Park Blvd,Sioux City,Woodbury,52018,1051100,Spiced Rum,194,E & J Gallo Winery,94930,Malibu Coconut Rum,6,1750,15.23,22.84,2,45.68,3.5,0.92,2026,3,Mar,1,Friday,7.61,33.32,13.05
INV-057949350,2026-01-20,2433,Casey'S General Store #2212 / Cedar Rapids,762 Oak Ave,Des Moines,Polk,51269,1031200,Canadian Whiskies,438,Hy-Vee Inc,23103,Fireball Cinnamon Whiskey,12,750,118.1,177.15,6,1062.9,4.5,1.19,2026,1,Jan,1,Tuesday,59.05,33.33,236.2
INV-024433569,2026-01-05,5379,Central City 2,9821 Elm Rd,Cedar Rapids,Linn,52521,1075300,Brandy,956,E & J Gallo Winery,78955,Tito'S Handmade Vodka,6,750,108.01,162.02,8,1296.16,6.0,1.59,2026,1,Jan,1,Monday,54.01,33.34,216.03
INV-079107561,2026-01-10,2574,Another Round / Dewitt,8233 Oak Ave,Davenport,Scott,52823,1041200,Mixto Tequila,390,Brown Forman,14198,Evan Williams Bourbon,6,1000,78.46,117.69,12,1412.28,12.0,3.17,2026,1,Jan,1,Saturday,39.23,33.33,117.69
INV-063833929,2026-02-20,7848,Wall To Wall Wine And Spirits / West Des Moines,3952 Elm Rd,Ames,Story,52729,1011400,American Flavored Vodka,434,Brown Forman,37596,Grey Goose Vodka,24,1000,39.2,58.8,11,646.8,11.0,2.91,2026,2,Feb,1,Friday,19.6,33.33,58.8
INV-024451825,2026-01-31,8355,Benz Distributing,2166 Oak Ave,Davenport,Scott,52961,1071000,Cocktails/Rtd,175,Sazerac Company Inc,47024,Black Velvet,24,375,105.45,158.18,3,474.54,1.12,0.3,2026,1,Jan,1,Saturday,52.73,33.34,423.7
INV-099693592,2026-04-09,5956,Costco Wholesale #788 / Wdm,3536 Park Blvd,Mason City,Cerro Gordo,52688,1011400,American Flavored Vodka,134,E & J Gallo Winery,57737,Jack Daniels Tennessee Whiskey,12,1750,51.25,76.88,11,845.68,19.25,5.09,2026,4,Apr,2,Thursday,25.63,33.34,43.93
INV-072210446,2026-01-21,7512,Sam'S Club 8162 / Cedar Rapids,5401 Park Blvd,West Des Moines,Polk,50545,1032100,Irish Whiskies,935,Diageo Americas,52848,Fireball Cinnamon Whiskey,12,375,48.88,73.32,8,586.56,3.0,0.79,2026,1,Jan,1,Wednesday,24.44,33.33,195.52
INV-022511284,2026-04-06,8977,Costco Wholesale #788 / Wdm,5581 Oak Ave,Ames,Story,50173,1082200,American Schnapps,243,E & J Gallo Winery,41460,Crown Royal Canadian Whisky,6,375,114.67,172.0,7,1204.0,2.62,0.69,2026,4,Apr,2,Monday,57.33,33.33,459.54
INV-056031713,2026-03-07,7111,I-80 Liquor / Council Bluffs,5624 Main St,Council Bluffs,Pottawattamie,50429,1033100,Single Malt Scotch,594,Hy-Vee Inc,75677,Bacardi Superior Rum,6,375,77.07,115.6,12,1387.2,4.5,1.19,2026,3,Mar,1,Saturday,38.53,33.33,308.27
INV-092171382,2026-01-26,4222,Costco Wholesale #788 / Wdm,7226 Main St,Davenport,Scott,51864,1012200,Tennessee Whiskies,836,Pernod Ricard Usa,87460,Absolut Vodka,24,1750,119.26,178.89,10,1788.9,17.5,4.62,2026,1,Jan,1,Monday,59.63,33.33,102.22
INV-018428667,2026-03-12,8774,Kwik Spirits #1191 / Fort Dodge,6936 Park Blvd,Waterloo,Black Hawk,52494,1041200,Mixto Tequila,685,Sazerac Company Inc,40270,Patron Silver,6,1000,50.95,76.43,11,840.73,11.0,2.91,2026,3,Mar,1,Thursday,25.48,33.34,76.43
INV-099715454,2026-04-29,5163,Wilkie Liquors,6568 Elm Rd,Dewitt,Clinton,50018,1011400,American Flavored Vodka,643,Brown Forman,40044,Absolut Vodka,24,1000,102.78,154.17,4,616.68,4.0,1.06,2026,4,Apr,2,Wednesday,51.39,33.33,154.17
INV-046726628,2026-01-06,9769,Kwik Spirits #1191 / Fort Dodge,9054 Park Blvd,Dewitt,Clinton,50067,1011200,Imported Vodkas,613,Southern Glazer'S Wine And Spirits Of Iowa,93888,Hennessy Cognac,12,375,9.06,13.59,2,27.18,0.75,0.2,2026,1,Jan,1,Tuesday,4.53,33.33,36.24
INV-025552030,2026-04-11,4847,Central City 2,6473 Elm Rd,Coralville,Johnson,50726,1041200,Mixto Tequila,658,Brown Forman,95996,Jameson Irish Whiskey,24,750,80.54,120.81,5,604.05,3.75,0.99,2026,4,Apr,2,Saturday,40.27,33.33,161.08
INV-044654107,2026-01-26,3769,Sam'S Club 6472 / Council Bluffs,4889 Elm Rd,Ames,Story,51703,1011100,American Vodkas,265,Diageo Americas,65895,Malibu Coconut Rum,12,750,5.91,8.87,3,26.61,2.25,0.59,2026,1,Jan,1,Monday,2.96,33.37,11.83
INV-010446705,2026-01-27,4924,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,1181 Elm Rd,Sioux City,Woodbury,50734,1051100,Spiced Rum,216,Luxco Inc,69151,Patron Silver,6,375,118.0,177.0,2,354.0,0.75,0.2,2026,1,Jan,1,Tuesday,59.0,33.33,472.0
INV-021176055,2026-02-13,6836,Hiway 20 Liquor And Tobacco / Webster City,1607 Elm Rd,Waterloo,Black Hawk,50723,1041100,100% Agave Tequila,497,Brown Forman,34811,Woodford Reserve,12,375,81.32,121.98,5,609.9,1.88,0.5,2026,2,Feb,1,Friday,40.66,33.33,324.41
INV-080073291,2026-03-11,9762,Hy-Vee #3 / Bdi / Des Moines,3281 Park Blvd,Mason City,Cerro Gordo,52587,1071000,Imported Cordials & Liqueurs,459,E & J Gallo Winery,13904,Black Velvet,6,375,20.49,30.73,3,92.19,1.12,0.3,2026,3,Mar,1,Wednesday,10.24,33.32,82.31
INV-095562356,2026-02-13,8920,Sam'S Club 6472 / Council Bluffs,9706 Main St,Coralville,Johnson,50929,1032100,Irish Whiskies,954,Diageo Americas,96117,Woodford Reserve,6,1750,23.02,34.53,10,345.3,17.5,4.62,2026,2,Feb,1,Friday,11.51,33.33,19.73
INV-070788473,2026-04-30,4081,Kwik Spirits #1191 / Fort Dodge,160 Elm Rd,Waterloo,Black Hawk,50071,1033100,Single Malt Scotch,780,Beam Suntory,58829,Malibu Coconut Rum,6,1000,108.35,162.52,1,162.52,1.0,0.26,2026,4,Apr,2,Thursday,54.17,33.33,162.52
INV-079862230,2026-03-25,2908,Hy-Vee #3 / Bdi / Des Moines,9813 Oak Ave,Iowa City,Johnson,51940,1011400,American Flavored Vodka,606,Heaven Hill Brands,82559,Grey Goose Vodka,6,375,101.71,152.56,10,1525.6,3.75,0.99,2026,3,Mar,1,Wednesday,50.85,33.33,406.83
INV-015226275,2026-03-12,2746,Central City 2,999 Elm Rd,Cedar Rapids,Linn,52724,1011400,American Flavored Vodka,240,Heaven Hill Brands,43853,Jack Daniels Tennessee Whiskey,24,1000,99.28,148.92,5,744.6,5.0,1.32,2026,3,Mar,1,Thursday,49.64,33.33,148.92
INV-051390751,2026-04-15,5912,Marshall Beer Wine Spirits,6766 Main St,Davenport,Scott,50108,1032100,Irish Whiskies,391,Heaven Hill Brands,52959,Bacardi Superior Rum,24,375,45.88,68.82,8,550.56,3.0,0.79,2026,4,Apr,2,Wednesday,22.94,33.33,183.52
INV-054799885,2026-01-24,6215,Benz Distributing,2127 Oak Ave,Dewitt,Clinton,52361,1012100,Straight Bourbon Whiskies,317,Pernod Ricard Usa,86313,Evan Williams Bourbon,12,375,16.71,25.07,5,125.35,1.88,0.5,2026,1,Jan,1,Saturday,8.36,33.35,66.68
INV-083291553,2026-04-13,5869,Central City 2,9149 Elm Rd,West Des Moines,Polk,50412,1012100,Straight Bourbon Whiskies,513,Luxco Inc,15339,Patron Silver,24,375,67.45,101.18,10,1011.8,3.75,0.99,2026,4,Apr,2,Monday,33.73,33.34,269.81
INV-010538139,2026-02-09,2750,Costco Wholesale #788 / Wdm,7914 Main St,Cedar Rapids,Linn,51922,1082200,American Schnapps,928,Luxco Inc,57333,Fireball Cinnamon Whiskey,6,750,14.49,21.73,10,217.3,7.5,1.98,2026,2,Feb,1,Monday,7.24,33.32,28.97
INV-097038284,2026-02-21,2701,Marshall Beer Wine Spirits,375 Park Blvd,Cedar Rapids,Linn,50895,1051200,Rum,846,Hy-Vee Inc,26601,Jameson Irish Whiskey,6,750,42.42,63.63,3,190.89,2.25,0.59,2026,2,Feb,1,Saturday,21.21,33.33,84.84
INV-076122740,2026-01-22,9971,Sam'S Club 6472 / Council Bluffs,3997 Main St,West Des Moines,Polk,51761,1041100,Gin,316,Sazerac Company Inc,90380,Woodford Reserve,24,1000,96.08,144.12,4,576.48,4.0,1.06,2026,1,Jan,1,Thursday,48.04,33.33,144.12
INV-087622366,2026-03-27,5713,Maverik #5266 / Des Moines,4513 Oak Ave,West Des Moines,Polk,52525,1032100,Irish Whiskies,976,Luxco Inc,26337,Smirnoff Vodka,12,750,116.94,175.41,7,1227.87,5.25,1.39,2026,3,Mar,1,Friday,58.47,33.33,233.88
